,lifetime_gross
2194,8302478
2195,8302478
2196,2048740
2197,21589
2198,19032261
2199,134218018
2200,134218018
2201,108185706
2202,59950623
2203,15681020
2204,112892319
2205,24946533
2206,24946533
2207,116089678
2208,11916661
2209,107178
2210,164022
2211,279757
2212,34105207
2213,7002182
2214,100590
2215,231378
2216,231378
2217,30229
2218,2160710
2219,206040086
2220,9495408
2221,171091819
2222,171091819
2223,102705852
2224,44337
2225,18542974
2226,18542974
2227,167435
2228,7267585
2229,318246
2230,163479795
2231,4071548
2232,53208180
2233,113804681
2234,19288130
2235,69400
2236,102561004
2237,24756177
2238,2205339
2239,2205339
2240,16625807
2241,140539099
2242,635620
2243,55691208
2244,31770414
2245,25059640
2246,2143
2247,242212467
2248,242212467
2249,112494738
2250,10571408
2251,97403112
2252,2087228
2253,2087228
2254,73648142
2255,29762011
2256,152257509
2257,1830650
2258,1830650
2259,1883811
2260,14302779
2261,79817937
2262,11957943
2263,6075793
2264,6075793
2265,6075793
2266,22905522
2267,98467863
2268,2407024
2269,12303904
2270,12303904
2271,1301121
2272,17218023
2273,17218023
2274,38982260
2275,3751699
2276,25147055
2277,25147055
2278,14792779
2279,9518342
2280,52864741
2281,12640385
2282,2750741
2283,10489617
2284,7555000
2285,6148000
2286,6262878
2287,33680992
2288,33680992
2289,33680992
2290,33680992
2291,23159305
2292,293506292
2293,69305181
2294,69305181
2295,100841
2296,840134
2297,72482
2298,889352
2299,66384775
2300,10115013
2301,4217115
2302,2015406
2303,379384
2304,49042224
2305,49042224
2306,6858261
2307,16008272
2308,16008272
2309,16008272
2310,16008272
2311,8033397
2312,13086298
2313,83453539
2314,27150534
2315,26570463
2316,61399552
2317,25537221
2318,25537221
2319,114968774
2320,53470891
2321,25104700
2322,1897404
2323,41292551
2324,100768056
2325,20605209
2326,33864342
2327,8951935
2328,10667893
2329,36299898
2330,36299898
2331,2924635
2332,112536
2333,14011454
2334,362649
2335,362649
2336,24159872
2337,10497324
2338,27476252
2339,45500797
2340,46737
2341,32698899
2342,10672566
2343,9974410
2344,11614954
2345,11614954
2346,394079
2347,98378
2348,98378
2349,11263966
2350,7302522
2351,136049
2352,50046268
2353,21142914
2354,27816
2355,351447
2356,370668
2357,38738
2358,13299749
2359,612781
2360,21821347
2361,6670680
2362,6670680
2363,130096601
2364,5095592
2365,68518533
2366,35188640
2367,178095
2368,14363400
2369,24922237
2370,24922237
2371,34967437
2372,50081992
2373,11373501
2374,34251525
2375,116741558
2376,4956401
2377,4555459
2378,250147
2379,619511
2380,11683047
2381,292152
2382,17845337
2383,8891623
2384,60652036
2385,1955933
2386,21521
2387,1314053
2388,1314053
2389,1314053
2390,10611160
2391,42779261
2392,42779261
2393,42779261
2394,42779261
2395,5344577
2396,11988469
2397,34725000
2398,14481606
2399,455164
2400,455164
2401,455164
2402,455164
2403,31502583
2404,30636478
2405,30636478
2406,11540607
2407,11540607
2408,54468
2409,3204663
2410,17650
2411,63541777
2412,119412921
2413,119412921
2414,24058838
2415,70136369
2416,10278575
2417,15700000
2418,11000000
2419,6551987
2420,6551987
2421,40382659
2422,3446749
2423,92921203
2424,5603158
2425,1059966
2426,51081062
2427,16067035
2428,58853106
2429,58853106
2430,14500000
2431,222559
2432,173585516
2433,3178542
2434,10278549
2435,37030102
2436,276259
2437,27100031
2438,42071069
2439,42071069
2440,60279
2441,85400
2442,12614346
2443,6203044
2444,42365581
2445,37823676
2446,18254702
2447,10155690
2448,16797191
2449,2005840
2450,10570375
2451,752122
2452,55011732
2453,55011732
2454,156452370
2455,4309490
2456,54812802
2457,34667015
2458,35377836
2459,63595658
2460,14859394
2461,22863596
2462,12044
2463,3839579
2464,11130
2465,98687
2466,21760240
2467,21760240
2468,21760240
2469,66518655
2470,29089912
2471,1165795
2472,98986
2473,98986
2474,266665
2475,31261269
2476,21028755
2477,14000000
2478,2023414
2479,4729352
2480,40903593
2481,7886857
2482,14905359
2483,1382462
2484,38119483
2485,105269730
2486,105269730
2487,105269730
2488,105269730
2489,20959585
2490,31559552
2491,90404800
2492,43046003
2493,38016380
2494,4058564
2495,18826490
2496,18826490
2497,18670401
2498,30652890
2499,14276317
2500,824295
2501,3088
2502,3088
2503,3088
2504,14919570
2505,1829804
2506,1829804
2507,15843
2508,7179298
2509,53977250
2510,53977250
2511,53977250
2512,13994920
2513,80640528
2514,300880
2515,3736868
2516,4775847
2517,4775847
2518,101071502
2519,126943684
2520,8272296
2521,60328558
2522,1680358
2523,4000000
2524,2484230
2525,47951979
2526,49407734
2527,43440294
2528,156645693
2529,40491165
2530,5820015
2531,38413606
2532,52096475
2533,947306
2534,77868585
2535,41895491
2536,11489982
2537,11489982
2538,11489982
2539,11489982
2540,9640000
2541,34901614
2542,66889043
2543,245852179
2544,43941
2545,43941
2546,43941
2547,43941
2548,635096
2549,1350248
2550,46666502
2551,148853
2552,10827816
2553,10827816
2554,544965
2555,4197015
2556,15691192
2557,4702575
2558,7467504
2559,10005969
2560,8600823
2561,2903404
2562,65538755
2563,136801374
2564,57545092
2565,88428
2566,254441
2567,29133000
2568,39263420
2569,58223861
2570,140035367
2571,1267239
2572,22455976
2573,206128
2574,929606
2575,6208548
2576,10058318
2577,10058318
2578,10058318
2579,67878
2580,17130087
2581,75530832
2582,34607430
2583,71583916
2584,81298265
2585,57328603
2586,50699241
2587,50699241
2588,13042112
2589,8434146
2590,2007290
2591,591142
2592,14417593
2593,28912646
2594,34134641
2595,14230455
2596,14230455
2597,153629
2598,45000000
2599,20324096
2600,53267000
2601,7825009
2602,15769322
2603,15769322
2604,21689062
2605,27092880
2606,6908797
2607,5617391
2608,1420355
2609,4335968
2610,4335968
2611,4335968
2612,787280
2613,787280
2614,787280
2615,29381956
2616,2256246
2617,20069008
2618,6659377
2619,16500786
2620,2962465
2621,187152
2622,1079108
2623,1079108
2624,243000
2625,40693477
2626,168100
2627,48169910
2628,48169910
2629,139605150
2630,57319029
2631,36733909
2632,36733909
2633,36733909
2634,25627836
2635,63095253
2636,63095253
2637,121697323
2638,48197805
2639,107533928
2640,83351587
2641,122006740
2642,122006740
2643,122006740
2644,122006740
2645,58422650
2646,58883840
2647,26126837
2648,18471850
2649,76253806
2650,16624456
2651,205569
2652,2040920
2653,55956187
2654,25105517
2655,5471088
2656,5471088
2657,2000022
2658,89143175
2659,48017402
2660,30471
2661,1638202
2662,169503
2663,169503
2664,92113
2665,300645
2666,39785027
2667,39785027
2668,60020107
2669,45554533
2670,299432
2671,592586
2672,1161843
2673,89388
2674,16970581
2675,36050230
2676,39240659
2677,57262492
2678,264292
2679,6521083
2680,43144
2681,33490
2682,43144
2683,33490
2684,43144
2685,33490
2686,43144
2687,33490
2688,43144
2689,33490
2690,43144
2691,33490
2692,19181
2693,23859382
2694,23368995
2695,19393557
2696,145071
2697,61236
2698,512434
2699,9832166
2700,15506764
2701,14990582
2702,6291602
2703,2053648
2704,213901
2705,22587834
2706,770132
2707,17952857
2708,17952857
2709,1455045
2710,717376
2711,8708
2712,29600000
2713,4287
2714,164927
2715,60883407
2716,18661336
2717,16371128
2718,16424918
2719,28607524
2720,50888729
2721,50000000
2722,115000000
2723,25816139
2724,25816139
2725,1683422
2726,50935
2727,19875740
2728,70405498
2729,10982364
2730,29760613
2731,140980
2732,2315683
2733,7305209
2734,15351421
2735,39321715
2736,39321715
2737,39321715
2738,39321715
2739,39321715
2740,5669831
2741,65200000
2742,31206251
2743,25534703
2744,9317021
2745,14972297
2746,2156772
2747,125595205
2748,53331147
2749,13654
2750,31753898
2751,31753898
2752,31753898
2753,33300000
2754,7137502
2755,14545844
2756,27545445
2757,16153593
2758,32482682
2759,3110000
2760,30441738
2761,30441738
2762,22000000
2763,16116878
2764,6880310
2765,33669178
2766,1193062
2767,135265915
2768,135265915
2769,42273609
2770,4865912
2771,3388020
2772,11806119
2773,20000000
2774,532268
2775,4764606
2776,70172621
2777,56666667
2778,55973336
2779,8745680
2780,12597
2781,1817216
2782,270745
2783,916172
2784,163577
2785,16589540
2786,135189114
2787,26118851
2788,273188
2789,54215416
2790,18432000
2791,8200000
2792,27287137
2793,50863742
2794,35046120
2795,119654823
2796,4781448
2797,171243005
2798,171243005
2799,147724
2800,3548238
2801,17613720
2802,35000000
2803,61276872
2804,13351357
2805,30867525
2806,27804899
2807,14973382
2808,14973382
2809,23689877
2810,35509515
2811,35509515
2812,26079312
2813,44527234
2814,44527234
2815,31800000
2816,5277299
2817,5277299
2818,5277299
2819,45010278
2820,12394327
2821,32722798
2822,61335230
2823,468684
2824,369975
2825,386673
2826,1541218
2827,159969
2828,95461682
2829,95461682
2830,38435947
2831,100047830
2832,59735548
2833,74787599
2834,12376625
2835,12376625
2836,37170488
2837,15070285
2838,37047880
2839,612192
2840,769272
2841,14099953
2842,115103
2843,1654743
2844,5979292
2845,21709020
2846,39846344
2847,5108820
2848,5108820
2849,27459615
2850,77122415
2851,4906229
2852,60335
2853,60335
2854,40361
2855,40361
2856,40361
2857,35268275
2858,33772838
2859,33772838
2860,3165544
2861,1823297
2862,478053
2863,1753979
2864,9747988
2865,1547397
2866,187705427
2867,6651522
2868,2933161
2869,104257
2870,19910002
2871,19910002
2872,19910002
2873,19910002
2874,2625716
2875,34343574
2876,34343574
2877,34343574
2878,34343574
2879,64783827
2880,21471685
2881,17200925
2882,17200925
2883,4705631
2884,4705631
2885,7027345
2886,7027345
2887,4159986
2888,44204
2889,3527886
2890,35208854
2891,137748063
2892,15618626
2893,68540777
2894,17266359
2895,10000000
2896,215409889
2897,56937502
2898,82378
2899,22774493
2900,46838673
2901,70308099
2902,20972000
2903,117559438
2904,117608
2905,22743674
2906,10736401
2907,119601481
2908,39552000
2909,39552000
2910,22257624
2911,17732000
2912,1332110
2913,373743
2914,15000000
2915,39768000
2916,3851855
2917,18428904
2918,26657534
2919,61489265
2920,111289673
2921,33759266
2922,14049540
2923,792966
2924,363561
2925,591366
2926,30669413
2927,38122105
2928,28744356
2929,25216243
2930,8750000
2931,36230219
2932,70978012
2933,70978012
2934,17185632
2935,17080167
2936,30524763
2937,20256975
2938,20256975
2939,7306242
2940,36489888
2941,4873620
2942,5194491
2943,16337355
2944,12046526
2945,287724
2946,299792
2947,3675753
2948,3675753
2949,295683
2950,32653905
2951,32653905
2952,32653905
2953,32653905
2954,20040895
2955,20040895
2956,3369307
2957,1543112
2958,70334258
2959,70334258
2960,4420000
2961,1729274
2962,8124257
2963,29800000
2964,7500000
2965,11100000
2966,21799652
2967,22753426
2968,2092682
2969,2092682
2970,2092682
2971,1302067
2972,247728
2973,71046
2974,106834564
2975,113330342
2976,113330342
2977,26005820
2978,182618434
2979,3050532
2980,375403
2981,375403
2982,375403
2983,375403
2984,1919653
2985,4496583
2986,20603715
2987,1293976
2988,22812411
2989,6193901
2990,21700000
2991,12145169
2992,26385627
2993,19438638
2994,6201143
2995,157019771
2996,2205627
2997,1157764
2998,1115313
2999,80035402
3000,80035402
3001,20408163
3002,157299717
3003,1055671
3004,497091
3005,25648
3006,5280035
3007,5280035
3008,155464351
3009,17129026
3010,63707829
3011,9011574
3012,10432366
3013,20123742
3014,29426
3015,4769
3016,15933506
3017,1708839
3018,37761915
3019,60786269
3020,73209340
3021,90464773
3022,2147
3023,65283
3024,268117
3025,12178602
3026,24265659
3027,13609396
3028,13609396
3029,5200000
3030,7282851
3031,4385516
3032,31053601
3033,83759091
3034,29309766
3035,29309766
3036,3180674
3037,4342203
3038,205003
3039,927107
3040,359050
3041,29381494
3042,1284646
3043,1029591
3044,584054
3045,44737059
3046,159668
3047,61334059
3048,10037390
3049,38182790
3050,78756177
3051,14296438
3052,30208599
3053,225682
3054,68379000
3055,1319592
3056,13023075
3057,13023075
3058,13023075
3059,543896
3060,76424
3061,12811858
3062,1191835
3063,1191835
3064,1247949
3065,9660
3066,25170054
3067,28946615
3068,6055661
3069,32534850
3070,15325127
3071,15325127
3072,14693
3073,14693
3074,4739023
3075,635361
3076,1032075
3077,170832
3078,13276
3079,260562
3080,260562
3081,21468807
3082,5020111
3083,4184036
3084,18715392
3085,3157348
3086,3157348
3087,3157348
3088,1565852
3089,115654751
3090,14564027
3091,12090735
3092,12534961
3093,810455
3094,2436000
3095,6770587
3096,6770587
3097,6770587
3098,2274979
3099,31288
3100,9631153
3101,14967182
3102,14967182
3103,166244045
3104,3635482
3105,139692
3106,1015122
3107,17872723
3108,13113041
3109,13616610
3110,13616610
3111,16815253
3112,56832494
3113,56832494
3114,1788
3115,1788
3116,1788
3117,1788
3118,1788
3119,21995263
3120,33519628
3121,11555430
3122,26437094
3123,13572400
3124,10042516
3125,10886
3126,125305545
3127,30919168
3128,39464775
3129,48818921
3130,17480890
3131,9183362
3132,43819547
3133,34604280
3134,36805288
3135,260044825
3136,156818
3137,76507756
3138,66957026
3139,3448233
3140,7065332
3141,95011339
3142,208538
3143,128078872
3144,15220685
3145,32598931
3146,69243859
3147,8613462
3148,20345361
3149,49530280
3150,16031707
3151,51185897
3152,43848069
3153,70001698
3154,3468572
3155,40833132
3156,40833132
3157,30328156
3158,21042667
3159,71509363
3160,71509363
3161,71509363
3162,89302687
3163,8598593
3164,182811707
3165,182811707
3166,51804714
3167,12008642
3168,12008642
3169,12008642
3170,4242892
3171,233632142
3172,75793305
3173,3043284
3174,106807667
3175,847468
3176,847468
3177,45512588
3178,3059834
3179,6944471
3180,33022767
3181,15540353
3182,75228
3183,34592089
3184,124115725
3185,669258
3186,8293784
3187,2585639
3188,283694
3189,57059003
3190,57059003
3191,57059003
3192,25196249
3193,129795554
3194,2347000
3195,10769960
3196,89611
3197,11328094
3198,29831583
3199,29831583
3200,91057006
3201,779137
3202,779137
3203,19733089
3204,49136
3205,1014726
3206,2853801
3207,12793213
3208,20006730
3209,13030057
3210,18898806
3211,13305101
3212,60400856
3213,8413144
3214,8413144
3215,739055
3216,739055
3217,77578
3218,14725
3219,548696
3220,26712476
3221,13110903
3222,3221568
3223,4278150
3224,153665036
3225,234760478
3226,17685307
3227,3390043
3228,1733017
3229,17355263
3230,31623833
3231,1984315
3232,20240502
3233,5899797
3234,2413427
3235,4370078
3236,4370078
3237,4370078
3238,4546244
3239,10348437
3240,50504655
3241,22238696
3242,23509382
3243,2400000
3244,11307844
3245,969205
3246,15151736
3247,15151736
3248,12423831
3249,5262047
3250,901364
3251,895904
3252,895904
3253,895904
3254,183700
3255,7019441
3256,5228617
3257,10021120
3258,34580201
3259,4215849
3260,34580201
3261,4215849
3262,1083282
3263,1083282
3264,1749956
3265,25893810
3266,7393346
3267,14375181
3268,4615255
3269,12396383
3270,32222567
3271,4572845
3272,9868521
3273,1584970
3274,42721196
3275,42721196
3276,17336370
3277,989033
3278,3769990
3279,2136381
3280,3922273
3281,1012153
3282,1012153
3283,1012153
3284,1012153
3285,3832228
3286,10424470
3287,10424470
3288,10424470
3289,4224065
3290,4224065
3291,20384136
3292,2738980
3293,59989
3294,370562
3295,165092268
3296,19402030
3297,891369
3298,51080
3299,64186502
3300,36706141
3301,25288103
3302,25288103
3303,146193
3304,5411999
3305,15749959
3306,66845033
3307,33357476
3308,687194
3309,195065
3310,24403552
3311,11576464
3312,637769
3313,50715
3314,40861
3315,133376
3316,15740796
3317,15740796
3318,15740796
3319,29090
3320,11000000
3321,2510433
3322,343786
3323,9369329
3324,13399812
3325,13399812
3326,49666
3327,364642
3328,16853487
3329,30102717
3330,44917151
3331,44917151
3332,44917151
3333,7434726
3334,1246141
3335,35419397
3336,4557214
3337,8620929
3338,15445131
3339,14560084
3340,40874452
3341,30063289
3342,4609953
3343,130146
3344,4600000
3345,6326051
3346,158119460
3347,158119460
3348,26255594
3349,4654423
3350,51401758
3351,51758599
3352,2552992
3353,25544867
3354,27457409
3355,40336607
3356,40336607
3357,5520393
3358,112719001
3359,13558739
3360,13729742
3361,74078174
3362,52990775
3363,4781539
3364,55835
3365,55835
3366,852206
3367,149971
3368,71543427
3369,27087695
3370,14271015
3371,23249649
3372,23249649
3373,36849
3374,36849
3375,36849
3376,36849
3377,236185
3378,440554
3379,440554
3380,440554
3381,440554
3382,440554
3383,440554
3384,5159
3385,25635682
3386,14254993
3387,1101344
3388,104883
3389,104883
3390,104883
3391,104883
3392,1053070
3393,65206105
3394,65206105
3395,65206105
3396,301548
3397,32720065
3398,7288451
3399,6290673
3400,6719973
3401,2630
3402,202019785
3403,123572
3404,49388
3405,123572
3406,49388
3407,411678
3408,1452698
3409,16519460
3410,10179000
3411,8742750
3412,29712172
3413,45128
3414,45128
3415,1677807
3416,17860280
3417,22228000
3418,24689703
3419,106397186
3420,2063688
3421,460226
3422,56569702
3423,533479
3424,187308
3425,1111273
3426,1283356
3427,24174218
3428,267665011
3429,17131
3430,57386607
3431,198542554
3432,6509
3433,2487878
3434,747092
3435,2335352
3436,754935
3437,39071603
3438,124033791
3439,5680515
3440,34603943
3441,37187139
3442,18782400
3443,18782400
3444,18782400
3445,2900000
3446,57743062
3447,32269834
3448,512451
3449,38345494
3450,24770
3451,38345494
3452,24770
3453,69772969
3454,4047329
3455,318823
3456,1328815
3457,2543
3458,26459
3459,43218387
3460,43218387
3461,30503151
3462,57138719
3463,15448384
3464,15448384
3465,177200000
3466,36992
3467,84056472
3468,131168070
3469,112952899
3470,144533925
3471,144533925
3472,78616689
3473,28734552
3474,3313583
3475,127103
3476,6946056
3477,28149
3478,872091
3479,12139
3480,12139
3481,12139
3482,352296
3483,5151
3484,93385515
3485,36845124
3486,71308997
3487,307233
3488,110134
3489,7331647
3490,7331647
3491,7331647
3492,7331647
3493,1562749
3494,72179579
3495,28078073
3496,3077361
3497,54235
3498,54235
3499,1677
3500,1677
3501,1500000
3502,486434
3503,486434
3504,2735731
3505,8362969
3506,8362969
3507,21134374
3508,1085
3509,18177
3510,4205000
3511,4205000
3512,2357
3513,25754284
3514,17374595
3515,32131830
3516,96520674
3517,71107711
3518,480811
3519,480811
3520,33236
3521,5313300
3522,5979011
3523,32632093
3524,32078318
3525,32078318
3526,18869631
3527,8083123
3528,1267578
3529,960040
3530,14681192
3531,9797098
3532,57041866
3533,40150487
3534,43184798
3535,2181286
3536,784990
3537,16118077
3538,11798302
3539,35296
3540,35296
3541,12277096
3542,8674093
3543,78222753
3544,78222753
3545,46616067
3546,128152301
3547,11005304
3548,9974446
3549,13167232
3550,16262415
3551,12706478
3552,12706478
3553,12706478
3554,3588626
3555,3588626
3556,37903295
3557,42039085
3558,424773
3559,5596267
3560,28202109
3561,12638294
3562,3838793
3563,17514553
3564,17637950
3565,6640346
3566,24720479
3567,41455230
3568,5509417
3569,5509417
3570,8578231
3571,6436211
3572,459824
3573,3753977
3574,17550399
3575,1705139
3576,1705139
3577,1189315
3578,48092846
3579,22433275
3580,1733070
3581,15855828
3582,15855828
3583,13825794
3584,11444204
3585,10815378
3586,13854000
3587,7242035
3588,3587303
3589,1893139
3590,34994648
3591,34994648
3592,13687027
3593,187349
3594,2835116
3595,8253123
3596,19595031
3597,10068039
3598,10068039
3599,10068039
3600,29300090
3601,29300090
3602,21630088
3603,40697761
3604,14543394
3605,14543394
3606,1791328
3607,4594452
3608,3790493
3609,9129999
3610,99978
3611,13008928
3612,4865997
3613,429028
3614,19652638
3615,111938388
3616,13664060
3617,940173
3618,808114
3619,8539181
3620,11536599
3621,43858790
3622,43858790
3623,43858790
3624,10499694
3625,902152
3626,117463
3627,117463
3628,40485039
3629,46212055
3630,46212055
3631,19131246
3632,2692037
3633,1877618
3634,18671317
3635,16278590
3636,1869417
3637,10166459
3638,22103037
3639,22103037
3640,8125592
3641,7723506
3642,5552441
3643,28890240
3644,28890240
3645,28890240
3646,3766879
3647,3916303
3648,4786789
3649,1932642
3650,169203
3651,12195695
3652,2420917
3653,3563162
3654,747013
3655,2777280
3656,13741060
3657,11604598
3658,320319
3659,320319
3660,60864870
3661,18699037
3662,418053
3663,5932613
3664,3531971
3665,20047604
3666,2049769
3667,4611062
3668,7237794
3669,1601612
3670,43247647
3671,14697005
3672,1730005
3673,4973285
3674,15704614
3675,15704614
3676,15704614
3677,793775
3678,793775
3679,22099847
3680,140088813
3681,3960327
3682,33223
3683,3960327
3684,33223
3685,3960327
3686,33223
3687,49797148
3688,5777099
3689,1145404
3690,1852655
3691,10763469
3692,15942628
3693,15942628
3694,15942628
3695,16093651
3696,3574256
3697,10647219
3698,10647219
3699,870532
3700,870532
3701,12143484
3702,33810189
3703,33810189
3704,4192440
3705,181171875
3706,93607673
3707,450594
3708,450594
3709,450594
3710,6217849
3711,3067312
3712,5318679
3713,1443067
3714,806
3715,806
3716,806
3717,295206
3718,6985999
3719,9015164
3720,30050028
3721,30050028
3722,1316495
3723,574080
3724,3169719
3725,8800000
3726,8800000
3727,58571513
3728,46908987
3729,12065892
3730,6056912
3731,16554699
3732,19674852
3733,463972
3734,401421
3735,2488740
3736,2488740
3737,938065
3738,510712
3739,63408614
3740,9114702
3741,40586886
3742,8508843
3743,71079915
3744,6157157
3745,66758538
3746,725131
3747,86888546
3748,9094451
3749,9094451
3750,14278900
3751,3690328
3752,3902679
3753,12741891
3754,8211952
3755,25928721
3756,1057064
3757,5142858
3758,1069540
3759,54754
3760,16534221
3761,108248956
3762,226164286
3763,44256
3764,133645
3765,14500000
3766,8091910
3767,253311
3768,19853892
3769,70687344
3770,8415112
3771,8415112
3772,8527743
3773,145103595
3774,13596911
3775,96522687
3776,13342790
3777,1022324
3778,8823109
3779,378176
3780,33504
3781,25543895
3782,56618055
3783,65090
3784,2202382
3785,2202382
3786,2202382
3787,2202382
3788,5007898
3789,7517191
3790,30085147
3791,19753553
3792,850255
3793,688523
3794,20501
3795,1151941
3796,1034829
3797,1151941
3798,1034829
3799,160083
3800,4467615
3801,37904175
3802,16025437
3803,267109
3804,17246
3805,29000301
3806,11798854
3807,413479
3808,16274150
3809,16274150
3810,16274150
3811,4941117
3812,23649127
3813,23649127
3814,27073640
3815,17008282
3816,3111545
3817,22235901
3818,191221
3819,1138836
3820,525330
3821,18150259
3822,18150259
3823,40222729
3824,638227
3825,92723
3826,7267307
3827,7267307
3828,4274407
3829,76631907
3830,12798
3831,151779
3832,1016021
3833,2402652
3834,2402652
3835,26890068
3836,25010896
3837,46332858
3838,15057465
3839,15057465
3840,15057465
3841,15057465
3842,10600000
3843,24071666
3844,35615609
3845,55001642
3846,24185781
3847,45172250
3848,15545
3849,1047553
3850,907323
3851,21974919
3852,17294293
3853,50294317
3854,360251
3855,7206220
3856,37121708
3857,1817720
3858,1817720
3859,41675194
3860,67182787
3861,14287755
3862,19798718
3863,3007436
3864,5318098
3865,5484132
3866,23980304
3867,14694904
3868,725854
3869,7220243
3870,568762
3871,25824
3872,7316658
3873,35976000
3874,10404330
3875,2432536
3876,4561346
3877,14789113
3878,31602566
3879,18244060
3880,30165536
3881,15298133
3882,15298133
3883,67913
3884,645418
3885,645418
3886,405094
3887,2901447
3888,50338485
3889,4365455
3890,19521
3891,1478493
3892,228194
3893,15667270
3894,7504257
3895,7504257
3896,441664
3897,788896
3898,45246095
3899,289916256
3900,43905746
3901,43905746
3902,43905746
3903,490475
3904,23510841
3905,23510841
3906,70839203
3907,27841
3908,26041
3909,47860214
3910,21411158
3911,47860214
3912,21411158
3913,10097538
3914,563373
3915,2036682
3916,33426971
3917,13906394
3918,13906394
3919,62362560
3920,755249
3921,35930604
3922,57009
3923,20259961
3924,52223306
3925,14056528
3926,390659
3927,81734
3928,47118057
3929,47118057
3930,31899000
3931,31899000
3932,31899000
3933,7653061
3934,7653061
3935,16647800
3936,27107960
3937,27107960
3938,46236000
3939,46236000
3940,46236000
3941,26414658
3942,26414658
3943,17536256
3944,12232628
3945,441137
3946,183417150
3947,183417150
3948,5406879
3949,7063886
3950,67642693
3951,58856790
3952,58856790
3953,471210
3954,238431
3955,421516
3956,125900
3957,1030920
3958,25068724
3959,38252284
3960,100618344
3961,5594617
3962,5594617
3963,1418314
3964,1418314
3965,4623189
3966,52364010
3967,1476356
3968,393825
3969,5778353
3970,10490791
3971,16478265
3972,300859
3973,31178740
3974,80936232
3975,22771646
3976,315544750
3977,27807266
3978,170742341
3979,68671925
3980,68671925
3981,68671925
3982,68671925
3983,58203105
3984,108638745
3985,741394
3986,40218899
3987,41308615
3988,40311852
3989,31273922
3990,11434216
3991,10535
3992,1723319
3993,326484
3994,326484
3995,41076018
3996,11260096
3997,195760
3998,3038499
3999,6857733
4000,22997992
4001,14110013
4002,14110013
4003,31042035
4004,760883
4005,8894289
4006,8894289
4007,7470348
4008,6285176
4009,81172560
4010,4544753
4011,137340
4012,7941977
4013,10219460
4014,10219460
4015,10219460
4016,35113743
4017,4385312
4018,54234062
4019,54234062
4020,54234062
4021,54234062
4022,35746370
4023,41281092
4024,344992
4025,66131
4026,1016340
4027,921445
4028,24103594
4029,22026369
4030,11129057
4031,5285941
4032,5142576
4033,38610
4034,8750400
4035,2004742
4036,48360547
4037,40077257
4038,18990798
4039,18990798
4040,16827402
4041,10964231
4042,10964231
4043,16156776
4044,53615089
4045,32434006
4046,37191304
4047,37191304
4048,37191304
4049,19077641
4050,48430258
4051,18492362
4052,44789789
4053,44789789
4054,2329631
4055,39000000
4056,36787257
4057,36787257
4058,11715321
4059,30323400
4060,30323400
4061,30336800
4062,104294
4063,281803
4064,49894
4065,129265
4066,92770
4067,13885966
4068,289885
4069,2106838
4070,32211330
4071,7092495
4072,19104350
4073,89302115
4074,89302115
4075,89302115
4076,140254
4077,140254
4078,37950822
4079,78122718
4080,21355893
4081,71368
4082,25916319
4083,2512846
4084,1494399
4085,1030938
4086,1030938
4087,4875436
4088,3484331
4089,15934737
4090,17815212
4091,35818913
4092,35818913
4093,35818913
4094,35818913
4095,27118000
4096,27118000
4097,34326249
4098,15795189
4099,6342668
4100,32492859
4101,32492859
4102,32492859
4103,14662035
4104,18971000
4105,14504277
4106,41687243
4107,176387405
4108,40119709
4109,38082712
4110,1871025
4111,7025722
4112,139789
4113,247948
4114,17233166
4115,345478
4116,5430822
4117,5430822
4118,35856053
4119,43995918
4120,9870727
4121,4055
4122,4055
4123,66132626
4124,126737428
4125,101300000
4126,82348319
4127,10200032
4128,134736
4129,247406
4130,36989956
4131,36989956
4132,8364691
4133,96397334
4134,75600072
4135,75600072
4136,62703
4137,1012069
4138,28149
4139,448542
4140,46352
4141,573953
4142,2912945
4143,13102025
4144,3333306
4145,4076211
4146,37484
4147,1152786
4148,41543917
4149,1084935
4150,1084935
4151,1084935
4152,1084935
4153,54606
4154,2678414
4155,28000000
4156,66818548
4157,13110448
4158,46375
4159,24718164
4160,3209481
4161,705308
4162,241438208
4163,39404261
4164,1189709
4165,20005435
4166,167780960
4167,71609321
4168,7196872
4169,5000000
4170,31945749
4171,91047077
4172,19861
4173,60902
4174,4301582
4175,4301582
4176,4301582
4177,69250
4178,482355
4179,482355
4180,1222889
4181,65875
4182,447267
4183,103863
4184,13121555
4185,1300682
4186,252074
4187,2042
4188,15927
4189,102610330
4190,102610330
4191,27627310
4192,5610280
4193,450726
4194,10555619
4195,19319254
4196,19319254
4197,2278264
4198,6419876
4199,10435015
4200,408839
4201,11060485
4202,6080065
4203,4850753
4204,403706375
4205,399110
4206,71094
4207,21006361
4208,4011793
4209,6266621
4210,14000000
4211,34793160
4212,34793160
4213,29760152
4214,52775765
4215,331051
4216,1008404
4217,5130
4218,2451545
4219,41385278
4220,310676740
4221,416925
4222,8384929
4223,8384929
4224,8384929
4225,85196485
4226,322313
4227,40007742
4228,73280117
4229,414358
4230,118907036
4231,39089928
4232,1083486
4233,15120
4234,14356479
4235,14356479
4236,69599016
4237,179751
4238,121661683
4239,121661683
4240,153294164
4241,40914068
4242,1815864
4243,661903
4244,661903
4245,30915
4246,56653
4247,258771
4248,15965924
4249,7435671
4250,5301200
4251,12361866
4252,3900000
4253,16247964
4254,14867086
4255,3206714
