,lifetime_gross
6359,691880
6360,165000
6361,75976178
6362,17018422
6363,32647042
6364,258578
6365,133920
6366,1171762
6367,4239154
6368,1238
6369,307486
6370,3541
6371,77888
6372,17108591
6373,4662137
6374,506793
6375,8403433
6376,872252
6377,872252
6378,872252
6379,872252
6380,3784
6381,21398
6382,19297522
6383,245127
6384,12604
6385,113086868
6386,56046979
6387,607844
6388,2713932
6389,34639939
6390,34639939
6391,128200012
6392,212483
6393,24277858
6394,1393610
6395,45436
6396,265000
6397,5136913
6398,6582052
6399,29194
6400,641886
6401,641886
6402,15516
6403,24402491
6404,3826280
6405,9331
6406,48478006
6407,68915888
6408,97446
6409,18807
6410,37493
6411,3931010
6412,7185518
6413,72527
6414,1443
6415,866
6416,313967
6417,7788597
6418,13137484
6419,5710
6420,1345015
6421,3058527
6422,712275
6423,74103820
6424,36351350
6425,1737308
6426,640013
6427,319355
6428,21435321
6429,527000
6430,5596173
6431,1324974
6432,1324974
6433,1324974
6434,1324974
6435,28544157
6436,28544157
6437,28544157
6438,28544157
6439,9613
6440,9613
6441,9613
6442,9613
6443,9613
6444,9613
6445,1516414
6446,88686
6447,752148
6448,138711
6449,213008
6450,653951
6451,653951
6452,51085416
6453,15071
6454,15071
6455,14200000
6456,9377
6457,144254
6458,9346177
6459,1691706
6460,35591
6461,388532
6462,553368
6463,231609
6464,403069
6465,21845719
6466,4008527
6467,375750
6468,517262
6469,4071700
6470,42108
6471,47398413
6472,713240
6473,8692426
6474,179780
6475,179780
6476,179780
6477,179780
6478,179780
6479,2201428
6480,1317167
6481,68501
6482,23106
6483,6945
6484,24537621
6485,611703
6486,380270577
6487,82931301
6488,7500000
6489,66361
6490,132261
6491,1234254
6492,1234254
6493,1234254
6494,201149
6495,66853
6496,28596818
6497,28596818
6498,28596818
6499,193595521
6500,193595521
6501,92214
6502,2850263
6503,2850263
6504,8117961
6505,39075
6506,251495
6507,1187266
6508,1187266
6509,6391946
6510,61649911
6511,39053061
6512,11273517
6513,64310
6514,3681066
6515,12843849
6516,802758
6517,802758
6518,6765081
6519,120620
6520,6995
6521,837878
6522,206852432
6523,290973
6524,16535005
6525,1000915
6526,1160817
6527,49981
6528,489389
6529,396760
6530,63313159
6531,63313159
6532,3336391
6533,119052
6534,119052
6535,3885134
6536,3299382
6537,252379
6538,3299382
6539,252379
6540,175493
6541,89435
6542,89435
6543,849915
6544,849915
6545,279627
6546,279627
6547,89558
6548,28738096
6549,296464
6550,205165
6551,234280354
6552,77437223
6553,51942
6554,16809014
6555,93292
6556,1023424
6557,56117548
6558,56117548
6559,1531154
6560,645634
6561,209255921
6562,1315701
6563,4348025
6564,326095
6565,11991
6566,5728953
6567,77070
6568,32868349
6569,17044981
6570,463080
6571,192186
6572,63946815
6573,63946815
6574,32116746
6575,43894863
6576,6377461
6577,8402424
6578,2922094
6579,25514517
6580,65827
6581,13744960
6582,40852824
6583,40852824
6584,80270227
6585,52597
6586,307208
6587,2678691
6588,22400154
6589,47907715
6590,74494381
6591,10167373
6592,305800
6593,3178403
6594,14460
6595,181041
6596,331816
6597,870067
6598,121365
6599,75994
6600,27843
6601,754819
6602,754819
6603,14532
6604,66528000
6605,66528000
6606,57891803
6607,1747060
6608,1215923
6609,2716368
6610,2716368
6611,3102550
6612,19478106
6613,37916267
6614,304124
6615,181872
6616,15007991
6617,1069318
6618,33579797
6619,43095856
6620,48318130
6621,24149632
6622,1328679
6623,816403
6624,3020784
6625,1403033
6626,13168027
6627,1439972
6628,28212337
6629,10169202
6630,16124543
6631,8586392
6632,8330720
6633,8330720
6634,8330720
6635,8046
6636,75072454
6637,89707299
6638,346830
6639,31504633
6640,15337393
6641,28750530
6642,17380866
6643,12551
6644,18801234
6645,627844
6646,20523
6647,21036771
6648,21036771
6649,21036771
6650,145626
6651,145626
6652,68820
6653,9208876
6654,9208876
6655,9208876
6656,75828
6657,176801
6658,3500000
6659,808221
6660,440793
6661,32880591
6662,1100
6663,7372734
6664,22991379
6665,924260
6666,83043761
6667,26850426
6668,18337722
6669,5294
6670,31558003
6671,15778152
6672,115314
6673,10284523
6674,537667
6675,872142
6676,26511
6677,26511
6678,23728
6679,3626883
6680,3626883
6681,46464023
6682,51246
6683,219672
6684,12482775
6685,87039965
6686,22827153
6687,337265
6688,3223888
6689,8020721
6690,8020721
6691,8148
6692,175232
6693,175232
6694,175232
6695,78378
6696,478830
6697,478830
6698,478830
6699,478830
6700,1373196
6701,147551
6702,84738
6703,2963
6704,62658220
6705,1400666
6706,135386665
6707,6408
6708,30985352
6709,32619671
6710,50824620
6711,1253106
6712,36024076
6713,36024076
6714,9066
6715,16188180
6716,26024456
6717,290013036
6718,119519402
6719,29077547
6720,41432
6721,154187
6722,1180560
6723,828699
6724,9016782
6725,4835065
6726,4835065
6727,750805
6728,238609
6729,209618
6730,23151529
6731,47346365
6732,47346365
6733,342747
6734,114264
6735,1457843
6736,291710957
6737,57490508
6738,60062868
6739,25860
6740,19478
6741,12594698
6742,12594698
6743,105067
6744,1305114
6745,36006
6746,5027684
6747,58804
6748,47403685
6749,9015303
6750,82571173
6751,35428675
6752,11304403
6753,11304403
6754,1669971
6755,36099
6756,1619466
6757,1409499
6758,184441
6759,76325
6760,50469
6761,76325
6762,50469
6763,12712093
6764,323860
6765,10011996
6766,10011996
6767,6073
6768,1200216
6769,2405420
6770,47326473
6771,6090172
6772,6090172
6773,42647449
6774,38399961
6775,38399961
6776,16377
6777,62318875
6778,888975
6779,252325
6780,358574
6781,358574
6782,385373
6783,5529144
6784,1256862
6785,5529144
6786,1256862
6787,5128124
6788,9436
6789,17127992
6790,70165972
6791,47144110
6792,549
6793,54098051
6794,11468568
6795,11718595
6796,895788
6797,5450815
6798,58360760
6799,48751189
6800,129783
6801,206871
6802,20361
6803,20361
6804,1904606
6805,12512886
6806,107492
6807,81612565
6808,48548426
6809,7417319
6810,18535812
6811,17326650
6812,17326650
6813,36895141
6814,8129
6815,8129
6816,88715192
6817,195330621
6818,32381
6819,743847
6820,70511035
6821,33741133
6822,24793509
6823,1173643
6824,88513495
6825,2912606
6826,18597342
6827,2260622
6828,14056
6829,39075
6830,2438031
6831,126836
6832,11286112
6833,784181
6834,784181
6835,3910019
6836,34742066
6837,334450
6838,22495466
6839,12899867
6840,18848430
6841,15680099
6842,23086480
6843,5971336
6844,2075743
6845,423
6846,306845
6847,21170563
6848,59843754
6849,7061128
6850,70644
6851,87490
6852,13368437
6853,33256
6854,3264
6855,170000
6856,8117637
6857,90710620
6858,1024640
6859,25928550
6860,25928550
6861,25928550
6862,20342852
6863,64458
6864,3261638
6865,15514367
6866,9724
6867,37384046
6868,46982632
6869,70899
6870,7191830
6871,1822428
6872,134029801
6873,71726025
6874,31483450
6875,26910736
6876,36608
6877,64123
6878,16298046
6879,568932
6880,38147
6881,155019340
6882,3297137
6883,60674817
6884,217536138
6885,234362462
6886,118703275
6887,3960414
6888,96464
6889,234750
6890,4339241
6891,244082982
6892,221574
6893,2484186
6894,30142
6895,32917
6896,32917
6897,1415082
6898,129664
6899,349132
6900,191033
6901,282183
6902,282183
6903,282183
6904,80197993
6905,52330111
6906,137355633
6907,124740460
6908,423315812
6909,75628110
6910,24148068
6911,42285169
6912,22530295
6913,15962471
6914,15962471
6915,1678874
6916,24146161
6917,11336986
6918,234743
6919,70685
6920,115694
6921,74655
6922,309404
6923,38922
6924,6012556
6925,396573
6926,62514415
6927,28426747
6928,8340
6929,3067917
6930,21344312
6931,200081192
6932,699264
6933,326876
6934,131719
6935,59891098
6936,45082
6937,10403
6938,4491986
6939,34302837
6940,1430721
6941,2072645
6942,18389402
6943,3121270
6944,58645052
6945,58645052
6946,11967000
6947,73661010
6948,34020814
6949,10525717
6950,148213377
6951,250863268
6952,70278893
6953,40660952
6954,63450470
6955,128911
6956,370627
6957,10093
6958,163566459
6959,75234
6960,41011711
6961,28142535
6962,80301
6963,27838408
6964,20678
6965,93477
6966,93477
6967,7836393
6968,65328121
6969,11989328
6970,11989328
6971,5244
6972,2697938
6973,66453
6974,1305
6975,11449638
6976,36323505
6977,898468
6978,39868642
6979,39868642
6980,56441711
6981,56441711
6982,19185184
6983,13040527
6984,12571185
6985,380505
6986,7129
6987,202647
6988,1231622
6989,194523
6990,103509
6991,7009668
6992,381420
6993,439309
6994,2122703
6995,2122703
6996,2122703
6997,1836089
6998,196857
6999,137221
7000,117686
7001,14426251
7002,23380495
7003,23380495
7004,332829
7005,332829
7006,1530535
7007,199176
7008,444093
7009,902544
7010,10167
7011,10144010
7012,10144010
7013,4670644
7014,22545080
7015,14523101
7016,38432823
7017,378452
7018,81698
7019,11408
7020,331166
7021,50866635
7022,712418
7023,13090630
7024,379418
7025,512403
7026,512403
7027,128505958
7028,37634615
7029,132384315
7030,39517763
7031,7022827
7032,34410
7033,39143839
7034,18844784
7035,1151330
7036,13395961
7037,56131
7038,56131
7039,180530
7040,180530
7041,5463019
7042,20388920
7043,10178331
7044,17606684
7045,1985292
7046,35552383
7047,53089891
7048,33602376
7049,21000147
7050,15745
7051,121390
7052,80238724
7053,4299773
7054,519086
7055,405792
7056,48324
7057,64665672
7058,84500122
7059,1286
7060,83962
7061,2034470
7062,3127472
7063,7459300
7064,5549923
7065,4779
7066,198000317
7067,4630045
7068,11242801
7069,35093569
7070,35093569
7071,83291
7072,63224849
7073,26651
7074,3337931
7075,6700
7076,1005539
7077,13027857
7078,303543
7079,3604
7080,37629831
7081,7027762
7082,57377916
7083,16655224
7084,24425
7085,75030163
7086,70270943
7087,27177
7088,223202
7089,654132
7090,687475
7091,3800000
7092,8060487
7093,8060487
7094,43545364
7095,59952835
7096,59952835
7097,103365956
7098,209659
7099,36605602
7100,15355
7101,2706659
7102,17510118
7103,480813
7104,6566773
7105,1308696
7106,1706325
7107,13756082
7108,15589393
7109,51708
7110,51708
7111,51708
7112,51708
7113,8135024
7114,61356221
7115,3005605
7116,15132763
7117,9291
7118,255923
7119,3347411
7120,10597734
7121,15309602
7122,19875
7123,1534584
7124,16070
7125,790452
7126,97848
7127,127414
7128,24966
7129,82272442
7130,69220
7131,241772
7132,19074800
7133,15539051
7134,35787686
7135,3526847
7136,39739367
7137,35374833
7138,42674040
7139,27670986
7140,95673607
7141,150056
7142,188565
7143,206445654
7144,4899278
7145,11003643
7146,848
7147,13253583
7148,13253583
7149,320700
7150,320700
7151,24216
7152,54357
7153,54357
7154,63686397
7155,63686397
7156,3860678
7157,115802596
7158,33231264
7159,50572589
7160,35193167
7161,20342161
7162,9396870
7163,71561
7164,1365
7165,1365
7166,1675241
7167,1675241
7168,23637265
7169,38605
7170,18211013
7171,930469
7172,930469
7173,545255
7174,301447
7175,204462
7176,21250683
7177,8475466
7178,7888703
7179,33080084
7180,33080084
7181,168273550
7182,30
7183,3438735
7184,210614939
7185,1331137
7186,1331137
7187,216839
7188,21471047
7189,2165188
7190,2165188
7191,2201923
7192,2201923
7193,114283
7194,48896
7195,31815
7196,18670946
7197,65018
7198,13569248
7199,12550605
7200,463542
7201,47852604
7202,47852604
7203,16809076
7204,16809076
7205,19661987
7206,7057600
7207,7057600
7208,47003582
7209,20804166
7210,54149098
7211,555436
7212,555436
7213,555436
7214,400438
7215,2044858
7216,4398532
7217,60910
7218,60910
7219,6383
7220,6383
7221,6383
7222,166228
7223,166228
7224,166228
7225,166228
7226,4600585
7227,4600585
7228,118594548
7229,49662533
7230,25126214
7231,13932383
7232,97822171
7233,279665
7234,418296
7235,384029
7236,7164995
7237,1000626
7238,23984949
7239,80209692
7240,5520368
7241,9900000
7242,89464
7243,1237615
7244,1237615
7245,1237615
7246,6881022
7247,6881022
7248,63045
7249,10301706
7250,39015018
7251,39015018
7252,23686
7253,19363565
7254,11052958
7255,228498
7256,33302167
7257,20578909
7258,4502604
7259,7371706
7260,7371706
7261,336530303
7262,5758950
7263,850920
7264,123301
7265,48461
7266,671382
7267,1540141
7268,1008849
7269,66517
7270,66517
7271,3093394
7272,11807
7273,882267
7274,171817
7275,16675
7276,154892
7277,450897
7278,329379
7279,4571521
7280,148768917
7281,28638916
7282,19103072
7283,8130530
7284,148292
7285,322719944
7286,9439923
7287,309420425
7288,28549298
7289,114306
7290,2956339
7291,126714
7292,69770
7293,17213467
7294,25343
7295,117154724
7296,50057
7297,22788
7298,283654
7299,486767
7300,58867694
7301,25612520
7302,25612520
7303,304533
7304,5490423
7305,265198
7306,1926800
7307,80550
7308,1103075
7309,1103075
7310,1103075
7311,172605
7312,51957
7313,29815
7314,23034
7315,24540079
7316,9176787
7317,71985628
7318,28445927
7319,134529403
7320,43799818
7321,12492481
7322,100462298
7323,319246193
7324,2626800
7325,292004738
7326,4349446
7327,239962
7328,214864
7329,240239
7330,24343673
7331,5274
7332,29121
7333,72234
7334,119452
7335,13938332
7336,38634938
7337,38634938
7338,5713425
7339,1018965
7340,1018965
7341,183135014
7342,7498716
7343,43107979
7344,43760605
7345,43760605
7346,3951699
7347,227471070
7348,1426784
7349,1426784
7350,2429367
7351,9946
7352,12185
7353,6177192
7354,6177192
7355,31011732
7356,31011732
7357,21603
7358,91881
7359,27774237
7360,9432
7361,9432
7362,121463226
7363,121463226
7364,833532
7365,4533261
7366,20840
7367,141803
7368,254190
7369,3172573
7370,635733
7371,140125968
7372,5933494
7373,687414
7374,32886940
7375,11892415
7376,36804
7377,714943
7378,13235267
7379,15074191
7380,3106835
7381,25930652
7382,1066555
7383,9534258
7384,9534258
7385,4433994
7386,229653
7387,229653
7388,69136
7389,900926
7390,63165
7391,22441
7392,12807139
7393,769726
7394,4343227
7395,85410
7396,50927067
7397,159363
7398,9600
7399,9600
7400,1433319
7401,12236500
7402,12236500
7403,36793804
7404,36793804
7405,6777741
7406,2197694
7407,50715
7408,969869
7409,969869
7410,17266000
7411,458232
7412,176647
7413,1134358
7414,25751
7415,416951
7416,134636
7417,50648679
7418,25799486
7419,35017297
7420,18354356
7421,90648202
7422,4604982
7423,3511074
7424,8794452
7425,47642963
7426,11902715
7427,28563179
7428,16383509
7429,49033882
7430,5972884
7431,39568996
7432,9736045
7433,3287315
7434,121994
7435,20300218
7436,13349927
7437,8161
7438,1344
7439,119958
7440,3909149
7441,54702
7442,102591
7443,95953
7444,44383
7445,3567
7446,1159691
7447,4445756
7448,3575227
7449,635783
7450,33190
7451,194568
7452,742349
7453,63300095
7454,312751
7455,200340
7456,200340
7457,200340
7458,14273
7459,231574
7460,8744
7461,268461
7462,7500310
7463,84733
7464,130164645
7465,126631277
7466,7084227
7467,6003227
7468,74283625
7469,18445
7470,301027
7471,301027
7472,301027
7473,31664162
7474,21438
7475,15002854
7476,72006777
7477,32061555
7478,4607608
7479,275380
7480,22136
7481,109107
7482,617403
7483,9397
7484,125120
7485,48334
7486,25594957
7487,127807262
7488,39687694
7489,49121934
7490,3995018
7491,3597372
7492,14377198
7493,70107728
7494,256393010
7495,217326974
7496,1959420
7497,6623082
7498,7161284
7499,143495265
7500,58829
7501,867275
7502,1951776
7503,1951776
7504,16513
7505,16513
7506,898786
7507,65388
7508,18239
7509,132782
7510,83354
7511,83354
7512,224546
7513,641039
7514,93466502
7515,15800078
7516,7404
7517,11931
7518,135893
7519,446165
7520,187480
7521,52898073
7522,52898073
7523,52898073
7524,219964115
7525,19292
7526,40222514
7527,66661095
7528,18317151
7529,21756163
7530,21756163
7531,30236407
7532,71223
7533,92853
7534,53695808
7535,5812781
7536,76808654
7537,161182
7538,973018
7539,153122
7540,1223869
7541,3054457
7542,23465
7543,4775656
7544,80048433
7545,20668843
7546,214307
7547,175281
7548,6422
7549,23571
7550,2431
7551,5864949
7552,37931869
7553,28687835
7554,42754105
7555,7070641
7556,38233676
7557,6575282
7558,7563670
7559,251150
7560,251150
7561,75986503
7562,221096
7563,7800824
7564,26351
7565,112351
7566,1055580
7567,248362
7568,35630
7569,347578
7570,347578
7571,13258670
7572,42436517
7573,70231041
7574,10363341
7575,271143
7576,51540
7577,80172128
7578,32241649
7579,25775
7580,72266306
7581,71195053
7582,3440718
7583,22011
7584,4161625
7585,26814957
7586,33479698
7587,274661
7588,15233
7589,45610425
7590,30060660
7591,11008770
7592,5488570
7593,32235793
7594,325131
7595,177490
7596,4283
7597,161457
7598,341221
7599,31216
7600,3735717
7601,12313694
7602,402858
7603,1507990
7604,49940
7605,3766810
7606,3766810
7607,534858444
7608,534858444
7609,15610
7610,2878404
7611,84689
7612,443591
7613,443591
7614,24850922
7615,47724
7616,207378
7617,32862104
7618,12590147
7619,46750
7620,8965
7621,8965
7622,3952448
7623,244397
7624,3139
7625,81159365
7626,9511289
7627,7006
7628,31373938
7629,10915744
7630,5505267
7631,30591
7632,69991
7633,20931
7634,885574
7635,48006762
7636,17432844
7637,122905
7638,63172463
7639,23624
7640,25881068
7641,26418667
7642,9427089
7643,9427089
7644,9427089
7645,62897
7646,62897
7647,43945766
7648,5917
7649,5917
7650,21659
7651,56215
7652,52075270
7653,384955
7654,303439
7655,3512016
7656,13011160
7657,1785505
7658,35000
7659,35000
7660,163561
7661,60494212
7662,152114
7663,152114
7664,97656
7665,7720487
7666,318412101
7667,318412101
7668,318412101
7669,46012734
7670,2345941
7671,167396
7672,6950
7673,1023156
7674,145000989
7675,145000989
7676,2266905
7677,90560
7678,62597
7679,80277646
7680,8070537
7681,141621490
7682,554826
7683,142666
7684,142666
7685,142666
7686,580862
7687,105422
7688,317101119
7689,1006
7690,42183
7691,30918
7692,9936
7693,25317
7694,78440
7695,4803
7696,115879
7697,152647258
7698,52597610
7699,435746
7700,215434591
7701,200010
7702,100018837
7703,408709
7704,255620
7705,67505
7706,67505
7707,9080
7708,240476
7709,113662
7710,131961
7711,64506874
7712,64506874
7713,134806913
7714,140106
7715,1031872
7716,134508551
7717,134508551
7718,134508551
7719,227946274
7720,220409
7721,5149
7722,130319208
7723,9359
7724,1095398
7725,269994
7726,50804
7727,57297
7728,17657973
7729,2077116
7730,783969
7731,166057
7732,944933
7733,229117
7734,59192
7735,128222
7736,144130063
7737,83506
7738,459166
7739,267880
7740,20474
7741,10452
7742,65298
7743,372124
7744,118095
7745,11803254
7746,5665
7747,85440
7748,2863
7749,37108
7750,45835
7751,5309
7752,778
7753,42538
7754,154087
7755,2206405
7756,30105968
7757,785671
7758,108807
7759,107509799
7760,18918
7761,46026
7762,104678
7763,100468793
7764,6432256
7765,942441
7766,2962242
7767,11163
7768,109846
7769,32645
7770,89169
7771,420813
7772,420813
7773,420813
7774,488393
7775,102491776
7776,16289867
7777,2511476
7778,224614
7779,4078607
7780,23216709
7781,1182273
7782,79698
7783,87341380
7784,627047
7785,60200
7786,30380
7787,30380
7788,30380
7789,29796
7790,44089964
7791,213608
7792,3581642
7793,3581642
7794,76983
7795,76983
7796,76983
7797,11864
7798,110515313
7799,95
7800,35161554
7801,1836515
7802,2283849
7803,4886216
7804,36316032
7805,48237389
7806,11537046
7807,6409528
7808,821046
7809,30691439
7810,409658
7811,13816982
7812,13816982
7813,109057
7814,109057
7815,50659
7816,3126
7817,45488
7818,45488
7819,60355347
7820,14190901
7821,22532572
7822,23530831
7823,520151
7824,54333290
7825,54333290
7826,19806188
7827,200730
7828,351416
7829,623558
7830,74759
7831,5151
7832,23919
7833,23919
7834,234286
7835,40081410
7836,39263506
7837,13367624
7838,82357
7839,20211394
7840,7919117
7841,8430492
7842,101440743
7843,41850659
7844,31487293
7845,122094
7846,90380162
7847,1579146
7848,13848978
7849,12796841
7850,39394666
7851,7873007
7852,40689393
7853,95102
7854,95102
7855,31457946
7856,25534493
7857,19219250
7858,19219250
7859,3083538
7860,37770162
7861,4442377
7862,7013191
7863,177404
7864,177404
7865,177404
7866,31691811
7867,9793406
7868,5700626
7869,90559416
7870,724912
7871,180010950
7872,3351751
7873,35739802
7874,141319928
7875,168368427
7876,22406
7877,67294270
7878,351059
7879,470691
7880,56746769
7881,1060922
7882,75232
7883,8402485
7884,12082391
7885,94514402
7886,2528
7887,8735
7888,8735
7889,8735
7890,41343
7891,19140
7892,49554002
7893,114053579
7894,31841299
7895,31841299
7896,31841299
7897,31715062
7898,120146040
7899,27349
7900,33456317
7901,19528602
7902,8195551
7903,8050977
7904,1664
7905,2194521
7906,2194521
7907,2194521
7908,2194521
7909,71716
7910,208392
7911,7503736
7912,33446470
7913,148095302
7914,18622031
7915,34194407
7916,34194407
7917,801606
7918,801606
7919,2078956
7920,694782
7921,3169305
7922,69951824
7923,26238243
7924,88148
7925,127509326
7926,97690976
7927,2786807
7928,1698
7929,83077833
7930,88312
7931,179507
7932,159294
7933,1601
7934,110101975
7935,2926565
7936,22911480
7937,52132
7938,540382
7939,18334
7940,264889
7941,15090399
7942,13804
7943,539285
7944,358047
7945,865695
7946,14889042
7947,292437
7948,292437
7949,50877145
7950,58715510
7951,551697
7952,224169
7953,32465
7954,86356
7955,43460
7956,45802315
7957,17303424
7958,29784
7959,83397
7960,83397
7961,146336178
7962,19367
7963,77876
7964,166003
7965,353513
7966,353513
7967,7321
7968,75286229
7969,14845
7970,320256
7971,31811527
7972,25450527
7973,3149034
7974,93953653
7975,73034460
7976,707343
7977,70600
7978,1498210
7979,173066
7980,77907
7981,51855045
7982,89442
7983,8742261
7984,2433722
7985,2433722
7986,9451946
7987,240159
7988,1010194
7989,2099
7990,35922978
7991,70219
7992,9781
7993,9781
7994,610825
7995,13102272
7996,13102272
7997,11657385
7998,26976
7999,71440011
8000,13836
8001,55389516
8002,40572825
8003,79957634
8004,1082124
8005,1082124
8006,1082124
8007,10095170
8008,10095170
8009,12062558
8010,666009
8011,49333
8012,476270
8013,41711
8014,1502347
8015,406116
8016,1502347
8017,406116
8018,667911
8019,24007324
8020,16044025
8021,44277350
8022,192451
8023,266967
8024,9362785
8025,11436
8026,2388804
8027,64167069
8028,120540719
8029,37017955
8030,8872
8031,449865
8032,13684249
8033,5010163
8034,9580
8035,9580
8036,11001272
8037,300000
8038,179883157
8039,695840
8040,40864
8041,30156
8042,2536665
8043,27182
8044,257730019
8045,421307
8046,750587
8047,104433
8048,1925
8049,455654
8050,133375846
8051,287198
8052,287198
8053,287198
8054,287198
8055,287198
8056,19595168
8057,688529
8058,6132924
8059,52285
8060,347977
8061,22457
8062,104567
8063,934658
8064,125322469
8065,177243721
8066,87370
8067,1725141
8068,3531756
8069,619162
8070,535499
8071,125045
8072,31720158
8073,42100625
8074,293004164
8075,25662155
8076,1657001
8077,89375
8078,309
8079,175975
8080,175975
8081,277322503
8082,18643
8083,404122
8084,2223961
8085,754928
8086,285038
8087,1450029
8088,7202
8089,16734283
8090,1413283
8091,46742
8092,49438370
8093,100435
8094,16123323
8095,65452312
8096,148089
8097,554434
8098,40796
8099,278720
8100,4654288
8101,637421
8102,163958031
8103,43337279
8104,302232
8105,887918
8106,887918
8107,17017811
8108,46060
8109,426688
8110,4070
8111,402111870
8112,3106559
8113,158741
8114,5306706
8115,55250026
8116,166620
8117,97104620
8118,97104620
8119,97104620
8120,196573705
8121,49200230
8122,1445739
8123,32391374
8124,55513
8125,27595
8126,301959197
8127,2706
8128,7689607
8129,8321
8130,407377
8131,278356
8132,1030064
8133,1030064
8134,28654
8135,6947787
8136,2715657
8137,190441
8138,190441
8139,26676
8140,41596251
8141,41596251
8142,88915214
8143,1192322
8144,15515460
8145,21108
8146,25200412
8147,115646235
8148,94125426
8149,68261644
8150,68261644
8151,68261644
8152,67172594
8153,150201498
8154,905209
8155,1108429
8156,12234694
8157,16928137
8158,16928137
8159,7294
8160,61626
8161,61626
8162,61626
8163,15122676
8164,2277396
8165,2277396
8166,2277396
8167,104526
8168,102704
8169,63414846
8170,1100218
8171,39576
8172,4543320
8173,5210988
8174,268431
8175,15347
8176,1274062
8177,13559812
8178,119436770
8179,8251071
8180,23091010
8181,518522
8182,294244
8183,104979
8184,338795
8185,1610163
8186,6380019
8187,870781
8188,2631244
8189,2631244
8190,8665206
8191,851540
8192,27276
8193,823243
8194,7460204
8195,23720
8196,6391436
8197,31749894
8198,31749894
8199,2222862
8200,10330853
8201,32428195
8202,1755134
8203,16204793
8204,33316821
8205,627436
8206,10823158
8207,66477700
8208,20534907
8209,20534907
8210,124870275
8211,4417674
8212,46590
8213,318574
8214,318574
8215,318574
8216,318574
8217,318574
8218,1647083
8219,22965110
8220,4444637
8221,1672
8222,1672
8223,107918810
8224,12767
8225,21152
8226,17488564
8227,17488564
8228,17488564
8229,17488564
8230,17488564
8231,77556
8232,221805
8233,167047
8234,14363397
8235,857005
8236,9228768
8237,6671036
8238,13043363
8239,18451251
8240,306140
8241,38577772
8242,10027047
8243,75590286
8244,3820067
8245,899
8246,11965282
8247,10275638
8248,12574914
8249,6113834
8250,6975
8251,109204945
8252,33862903
8253,30050
8254,193205
8255,77233467
8256,1247946
8257,20919166
8258,1588015
8259,73357727
8260,2149866
8261,14245415
8262,4795009
8263,250618
8264,809752
8265,1603616
8266,3911
8267,83823381
8268,23828
8269,23828
8270,23828
8271,177511
8272,2026756
8273,1224605
8274,27693292
8275,1497222
8276,13869515
8277,10273188
8278,4157223
8279,242578
8280,234540
8281,19551067
8282,113682
8283,21002919
8284,341323
8285,1621226
8286,5093707
8287,3983912
8288,1248746
8289,10572742
8290,3440228
8291,312494
8292,337356
8293,11951
8294,166112167
8295,15051977
8296,15051977
8297,15051977
8298,15051977
8299,5014305
8300,25486040
8301,296623634
8302,1109660
8303,569672
8304,38122883
8305,53206
8306,63521
8307,8793152
8308,80136
8309,255959475
8310,189621
8311,49492060
8312,42194060
8313,1190003
8314,52429
8315,9176000
8316,44114232
8317,37491364
8318,25845
8319,104400899
8320,15988876
8321,397641
8322,1720450
8323,546904
8324,546904
8325,29580087
8326,697369
8327,760507625
8328,19676965
8329,112735375
8330,209028679
8331,209028679
8332,209028679
8333,209028679
8334,39464306
8335,6617867
8336,219614612
8337,36689
8338,2096000
8339,17341
8340,55804
8341,248757044
8342,248757044
8343,104352
8344,484108
8345,3865
8346,15281286
8347,30101577
8348,10462
8349,25918920
8350,25918920
8351,94835059
8352,5190196
8353,1464242
8354,46964
8355,37283
8356,37283
8357,2479538
8358,53760
8359,60379
8360,276901
8361,11434
8362,2961
8363,10604986
8364,2791515
8365,657986
8366,38438
8367,149528
8368,99938
8369,22815
8370,1457248
8371,6532874
8372,796641
8373,576608
8374,6413375
8375,6029824
8376,3135
8377,12068313
8378,37189
8379,950675
8380,32680633
8381,32680633
8382,43313890
8383,43313890
8384,10178
8385,4629
8386,796368
8387,796368
8388,796368
8389,7129
8390,77303
8391,78814
8392,25339
8393,101215
8394,374675
8395,39683
8396,110485654
8397,61979680
8398,128012934
8399,100177
8400,115592
8401,17365
8402,52384
8403,550472
8404,7638241
8405,44875481
8406,15541549
8407,676775
8408,24307086
8409,1429299
8410,109383
8411,18088
8412,619423
8413,2159376
8414,93388
8415,194533
8416,80014842
8417,288328
8418,60022256
8419,32677
8420,165509
8421,35053660
8422,39033
8423,622403
8424,24077427
8425,4234170
8426,27163593
8427,32010860
8428,1818681
8429,80238
8430,14485
8431,19068240
8432,400738009
8433,400738009
8434,400738009
8435,481586
8436,20255281
8437,67061228
8438,70066
8439,18097
8440,102115
8441,711421
8442,13794835
8443,13261851
8444,27052
8445,19422319
8446,997437
8447,41587
8448,50287556
8449,3075255
8450,1500
8451,17484
8452,17484
8453,217581231
8454,470760
8455,942756
8456,11004
8457,2560
8458,2560
8459,1262079
8460,44462
8461,48071303
8462,836225
8463,15676
8464,98711404
8465,7909950
8466,108595
8467,12069
8468,252726
8469,22282
8470,13722
8471,3573673
8472,224409
8473,150140
8474,15078
8475,130441
8476,80741
8477,14682684
8478,14682684
8479,30638
8480,64003625
8481,5005465
8482,69705
8483,1028679
8484,110248
8485,122558
8486,161004
8487,161004
8488,161004
8489,23591432
8490,62950384
8491,6149983
8492,7468936
8493,3291250
8494,312433331
8495,368088
